uniqueid,neg,neu,pos,compound,Sentiment,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned Text
329,0.163,0.708,0.129,-0.8462,Negative,B003VTN95K,A1J7ZSFU0SO3D4,ck,0,0,5,1336003200,Better Packaging,"Besides the obvious convenience and portability of the individual creamers, I liked this item specifically because of packaging. I couldn't believe how many reviews I read about coffee creamer cups; but many of the Amazon creamer options (both Coffeemate and International Delight) had multiple negative reviews due to the shipment arriving with broken cups thanks to sloppy packaging.<br /><br />That was not an issue here. The shipment arrived in four dispensing boxes of 50 each (as shown in the photo); those boxes were tightly packed in a thick cardboard box which could take a good beating before damaging the inner boxes. Thus, none of my cups were broken, no waste and no sloppy drippy mess. Plus the four boxes means I could put one in the kitchen, one in the bathroom (we moved our mini Keurig there when we upgraded the kitchen Keurig - best idea my husband ever had), and one at work, with a reserve for whichever runs out first.<br /><br />If you are looking for these mini creamers but deterred like I was by the negative packaging reviews on other options, this is your best bet. As a bonus, the auto delivery price is very reasonable.",besides obvious convenience portability individual creamers liked item specifically packaging couldnt believe many reviews read coffee creamer cups many amazon creamer options coffeemate international delight multiple negative reviews due shipment arriving broken cups thanks sloppy packagingbr br issue shipment arrived four dispensing boxes 50 shown photo boxes tightly packed thick cardboard box could take good beating damaging inner boxes thus none cups broken waste sloppy drippy mess plus four boxes means could put one kitchen one bathroom moved mini keurig upgraded kitchen keurig best idea husband ever one work reserve whichever runs firstbr br looking mini creamers deterred like negative packaging reviews options best bet bonus auto delivery price reasonable
330,0.029,0.856,0.115,0.5709,Positive,B003VTN95K,A3GLQSR6MTHXGL,Donna Kelly,0,0,5,1330214400,coffee-mate creamer,"This seller is very nice.  And the price is very good.  The only reason I stop ording is bacause I went to sugar free, and at that time he did not have it.  But for those of you that don't have to watch there fat in take, I would get this product from them.",seller nice price good reason stop ording bacause went sugar free time dont watch fat take would get product
331,0.0,0.837,0.163,0.6249,Positive,B003VTN95K,A3KVJ2DVCLO0HB,Gadget girl,0,0,5,1326758400,Perfect for work,"I purchased these coffee mate singles to use at work along with the coffee ""tea"" bags.  They're great because they don't require refrigeration.",purchased coffee mate singles use work along coffee tea bags theyre great dont require refrigeration
332,0.115,0.885,0.0,-0.4588,Negative,B007DJ0O9I,A24GM452AKJTT9,AMAZONGURL,0,0,1,1349827200,AWFUL,"I received the items in a timely manner. Upon receipt, I removed a pack to consume. The pop-tart was STALE and left an awful taste in my mouth.",received items timely manner upon receipt removed pack consume poptart stale left awful taste mouth
333,0.0,0.689,0.311,0.9732,Positive,B007DJ0O9I,A328TUPI6HYZSF,Maplerise Mom,0,1,5,1336521600,Pop-Tarts Work of Art,"I found these new spring Pop-Tarts and bought them on a whim.  My kids and I were amazed and delighted at the fun, colorful, amazingly detailed artwork on these Pop-Tarts.  Fantastic for after school snacks, lunch boxes, and school treats. Tie with a ribbon for a bright ""thinking of you this spring"" gift.  The only challenge is finding more in stores.  Way to go Kellogg's - fantastic product!",found new spring poptarts bought whim kids amazed delighted fun colorful amazingly detailed artwork poptarts fantastic school snacks lunch boxes school treats tie ribbon bright thinking spring gift challenge finding stores way go kelloggs fantastic product
334,0.0,0.662,0.338,0.9719,Positive,B00469VSJI,A28D8FT2NNCS2Z,calledoutwithwords,1,1,5,1320710400,"Yes, this is real excellent coffee!!!","Yes, I am having a cup right now.  I went all over town looking for this coffee after been invited to a non profit organization to a banquet and besides the delicious food they top it off with this amazing delicious coffee.  I paid and extra 20 bucks to get it right way and it is worth the money. Highly recommend.",yes cup right went town looking coffee invited non profit organization banquet besides delicious food top amazing delicious coffee paid extra 20 bucks get right way worth money highly recommend
335,0.0,0.886,0.114,0.6124,Positive,B00469VSJI,A2EVOV2OZBQU53,Explorer777,0,0,1,1336694400,Does not taste very good,"Taste like it is stale.  Will not order this again.  I had this coffee at a 50th year annerversery at a reception hall and had to have it.  This stuff tasted NOTHING, like the Douwe Egberts at the hall.  This is possibly stale coffee.",taste like stale order coffee 50th year annerversery reception hall stuff tasted nothing like douwe egberts hall possibly stale coffee
336,0.046,0.8,0.154,0.6796,Positive,B00469VSJI,A1447CDAPZGLYV,SANA AWAR,0,0,1,1326499200,No no,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it.",serveice delivery seller excellent product order bad taste iam sure old tastes throw right away coudl drink
337,0.078,0.651,0.271,0.8506,Positive,B002SRAU80,A156LLD3VZJGC2,D. W. Knowlington,0,0,5,1350604800,The king of all seasoning salts.,"This is honestly THE BEST seasoning salt in all the land.  It tightens up any dish; not spicy, just perfectly seasoned.  It's perfect, hence, my purchase of this 35 oz. mamma jamma.",honestly best seasoning salt land tightens dish spicy perfectly seasoned perfect hence purchase 35 oz mamma jamma
338,0.0,0.765,0.235,0.9008,Positive,B0067LDV66,A1KZ67VEU7CJQ3,Bprice,1,1,5,1345334400,Toasted Sesame oil,"The order arrived as advertised. I have had only a few chances to use it, but it is awesome. The flavor is exactly what I hoped for! It may take me a while to finish the entire gallon, but I will definnantly order again!",order arrived advertised chances use awesome flavor exactly hoped may take finish entire gallon definnantly order
339,0.0,0.734,0.266,0.784,Positive,B0067LDV66,A26EQ8U96JA92T,Jody,0,0,5,1347062400,"Tasty, tasty tasty!","I like a lot of sesame oil and use it in salads regularly.  Great quality, flavor and aroma.  Can't beat that its organic!",like lot sesame oil use salads regularly great quality flavor aroma cant beat organic
340,0.078,0.823,0.098,0.4416,Positive,B000HKYP9A,A2CHZ5Q2EF3IR3,Mommy with an Opinion,2,2,5,1168905600,"Love, Love, Love These!","Bought a set of two when my son was about 6 months, and we started taking them with us whenever we went out to eat.  I cut up cantaloupe, apple, banana (even used sweet potatoes a few times)-- just whatever I could get at the restaurant-- and it would keep my son busy long enough that I could actually eat!  It's great because I didn't have to be overly worried about him choking on big chunks, and he got to try out new foods.  I wouldn't hesitate to buy this again.",bought set two son 6 months started taking us whenever went eat cut cantaloupe apple banana even used sweet potatoes times whatever could get restaurant would keep son busy long enough could actually eat great didnt overly worried choking big chunks got try new foods wouldnt hesitate buy
341,0.069,0.782,0.149,0.8499,Positive,B000HKYP9A,AD5WAUA14YD6N,M. Knapp,0,0,4,1281657600,"great for eating whole foods, clean with veggie brush","I have a slightly different version of this - different brand.  My son started using it around six months, and he really enjoys it.  He DOES get messy if he eats something sticky or juicy like banana or watermelon, but whatever...  Anyway, I also had trouble cleaning it, until I tried scrubbing it with a nail or vegetable brush.  That works pretty well.  It takes some time, but not as much as it would take to run food through a food mill or blender, or cut it up, then clean it up off him, the chair, the floor, the dog, me, well you get the picture.",slightly different version different brand son started using around six months really enjoys get messy eats something sticky juicy like banana watermelon whatever anyway also trouble cleaning tried scrubbing nail vegetable brush works pretty well takes time much would take run food food mill blender cut clean chair floor dog well get picture
342,0.041,0.657,0.302,0.8731,Positive,B000HKYP9A,AHMKE1AJEHHS3,"J. Ponce ""MPonce""",0,0,5,1190678400,Absolutely LOVE IT!!,"What a GREAT idea!!!! My daughter love it.<br />I don't think is difficult to wash, I mean, is not like just toss water and that's it... but, come on!!!!<br />Absolutely recommend it!",great idea daughter love itbr dont think difficult wash mean like toss water thats come onbr absolutely recommend
343,0.0,0.912,0.088,0.4939,Positive,B000HKYP9A,A6VEEE9HOL004,"Jaime M ""Luc's Mom""",0,0,3,1180224000,Only good for ice,This product is impossible to wash and actually get cleaned.  I couldn't get the food pieces out to save my life. I tried scrubbing them out and even washed it in the dishwasher as it suggests.,product impossible wash actually get cleaned couldnt get food pieces save life tried scrubbing even washed dishwasher suggests
